"/age","/silver","/athlete","/bronze","/date","/gold","/sport","/country","/total","/year"
"34","0","Felix Gottwald","0","28/02/2010","1","Nordic Combined","Austria","1","2010"
"26","0","Björn Kircheisen","1","28/02/2010","0","Nordic Combined","Germany","1","2010"
"28","0","David Kreiner","0","28/02/2010","1","Nordic Combined","Austria","1","2010"
"23","0","Jason Lamy-Chappuis","0","28/02/2010","1","Nordic Combined","France","1","2010"
"33","1","Todd Lodwick","0","28/02/2010","0","Nordic Combined","United States","1","2010"
"20","0","Alessandro Pittin","1","28/02/2010","0","Nordic Combined","Italy","1","2010"
"18","0","Johannes Rydzek","1","28/02/2010","0","Nordic Combined","Germany","1","2010"
"32","0","Mario Stecher","0","28/02/2010","1","Nordic Combined","Austria","1","2010"
"28","1","Ronny Ackermann","0","26/02/2006","0","Nordic Combined","Germany","1","2006"
"28","0","Christoph Bieler","0","26/02/2006","1","Nordic Combined","Austria","1","2006"
"27","1","Jens Gaiser","0","26/02/2006","0","Nordic Combined","Germany","1","2006"
"26","0","Michael Gruber","0","26/02/2006","1","Nordic Combined","Austria","1","2006"
"22","1","Björn Kircheisen","0","26/02/2006","0","Nordic Combined","Germany","1","2006"
"17","0","Anssi Koivuranta","1","26/02/2006","0","Nordic Combined","Finland","1","2006"
"27","0","Antti Kuisma","1","26/02/2006","0","Nordic Combined","Finland","1","2006"
"27","0","Hannu Manninen","1","26/02/2006","0","Nordic Combined","Finland","1","2006"
"28","0","Mario Stecher","0","26/02/2006","1","Nordic Combined","Austria","1","2006"
"24","0","Jaakko Tallus","1","26/02/2006","0","Nordic Combined","Finland","1","2006"
"24","0","Christoph Bieler","1","24/02/2002","0","Nordic Combined","Austria","1","2002"
"22","0","Michael Gruber","1","24/02/2002","0","Nordic Combined","Austria","1","2002"
"23","1","Georg Hettich","0","24/02/2002","0","Nordic Combined","Germany","1","2002"
"22","1","Marcel Höhlig","0","24/02/2002","0","Nordic Combined","Germany","1","2002"
"18","1","Björn Kircheisen","0","24/02/2002","0","Nordic Combined","Germany","1","2002"
"23","0","Hannu Manninen","0","24/02/2002","1","Nordic Combined","Finland","1","2002"
"30","0","Jari Mantila","0","24/02/2002","1","Nordic Combined","Finland","1","2002"
"24","0","Mario Stecher","1","24/02/2002","0","Nordic Combined","Austria","1","2002"
"28","0","Laura Asadauskaite","0","12/08/2012","1","Modern Pentathlon","Lithuania","1","2012"
"30","1","Cao Zhongrong","0","12/08/2012","0","Modern Pentathlon","China","1","2012"
"28","0","Ádám Marosi","1","12/08/2012","0","Modern Pentathlon","Hungary","1","2012"
"28","0","Yane Marques","1","12/08/2012","0","Modern Pentathlon","Brazil","1","2012"
"22","1","Samantha Murray","0","12/08/2012","0","Modern Pentathlon","Great Britain","1","2012"
"27","0","David Svoboda","0","12/08/2012","1","Modern Pentathlon","Czech Republic","1","2012"
"25","1","Heather Fell","0","24/08/2008","0","Modern Pentathlon","Great Britain","1","2008"
"35","1","Edvinas Krungolcas","0","24/08/2008","0","Modern Pentathlon","Lithuania","1","2008"
"29","0","Andrey Moiseyev","0","24/08/2008","1","Modern Pentathlon","Russia","1","2008"
"22","0","Lena Schöneborn","0","24/08/2008","1","Modern Pentathlon","Germany","1","2008"
"26","0","Viktoriya Tereshchuk","1","24/08/2008","0","Modern Pentathlon","Ukraine","1","2008"
"33","0","Andrejus Zadneprovskis","1","24/08/2008","0","Modern Pentathlon","Lithuania","1","2008"
"31","0","Libor Capalini","1","29/08/2004","0","Modern Pentathlon","Czech Republic","1","2004"
"26","0","Georgina Harland","1","29/08/2004","0","Modern Pentathlon","Great Britain","1","2004"
"25","0","Andrey Moiseyev","0","29/08/2004","1","Modern Pentathlon","Russia","1","2004"
"28","1","Jelena Rublevska","0","29/08/2004","0","Modern Pentathlon","Latvia","1","2004"
"27","0","Zsuzsa Voros","0","29/08/2004","1","Modern Pentathlon","Hungary","1","2004"
"29","1","Andrejus Zadneprovskis","0","29/08/2004","0","Modern Pentathlon","Lithuania","1","2004"
"26","0","Kate Allenby","1","01/10/2000","0","Modern Pentathlon","Great Britain","1","2000"
"24","1","Gábor Balogh","0","01/10/2000","0","Modern Pentathlon","Hungary","1","2000"
"28","0","Steph Cook","0","01/10/2000","1","Modern Pentathlon","Great Britain","1","2000"
"25","1","Emily deRiel","0","01/10/2000","0","Modern Pentathlon","United States","1","2000"
"24","0","Pavel Dovgal","1","01/10/2000","0","Modern Pentathlon","Belarus","1","2000"
"28","0","Dmitry Svatkovsky","0","01/10/2000","1","Modern Pentathlon","Russia","1","2000"
"22","0","Natalie Geisenberger","1","28/02/2010","0","Luge","Germany","1","2010"
"26","0","Tatjana Hüfner","0","28/02/2010","1","Luge","Germany","1","2010"
"32","0","Patric Leitner","1","28/02/2010","0","Luge","Germany","1","2010"
"28","0","Andreas Linger","0","28/02/2010","1","Luge","Austria","1","2010"
"27","0","Wolfgang Linger","0","28/02/2010","1","Luge","Austria","1","2010"
"20","0","Felix Loch","0","28/02/2010","1","Luge","Germany","1","2010"
"28","1","David Möller","0","28/02/2010","0","Luge","Germany","1","2010"
"25","1","Nina Reithmayer","0","28/02/2010","0","Luge","Austria","1","2010"
"30","0","Alexander Resch","1","28/02/2010","0","Luge","Germany","1","2010"
"24","1","Andris Šics","0","28/02/2010","0","Luge","Latvia","1","2010"
"26","1","Juris Šics","0","28/02/2010","0","Luge","Latvia","1","2010"
"36","0","Armin Zöggeler","1","28/02/2010","0","Luge","Italy","1","2010"
"34","1","Albert Demchenko","0","26/02/2006","0","Luge","Russia","1","2006"
"29","1","André Florschütz","0","26/02/2006","0","Luge","Germany","1","2006"
"34","0","Oswald Haselrieder","1","26/02/2006","0","Luge","Italy","1","2006"
"22","0","Tatjana Hüfner","1","26/02/2006","0","Luge","Germany","1","2006"
"35","1","Silke Kraushaar","0","26/02/2006","0","Luge","Germany","1","2006"
"24","0","Andreas Linger","0","26/02/2006","1","Luge","Austria","1","2006"
"23","0","Wolfgang Linger","0","26/02/2006","1","Luge","Austria","1","2006"
"36","0","Sylke Otto","0","26/02/2006","1","Luge","Germany","1","2006"
"34","0","Gerhard Plankensteiner","1","26/02/2006","0","Luge","Italy","1","2006"
"27","0","Martinš Rubenis","1","26/02/2006","0","Luge","Latvia","1","2006"
"29","1","Torsten Wustlich","0","26/02/2006","0","Luge","Germany","1","2006"
"32","0","Armin Zöggeler","0","26/02/2006","1","Luge","Italy","1","2006"
"31","1","Mark Grimmette","0","24/02/2002","0","Luge","United States","1","2002"
"35","1","Georg Hackl","0","24/02/2002","0","Luge","Germany","1","2002"
"29","0","Clay Ives","1","24/02/2002","0","Luge","United States","1","2002"
"31","0","Silke Kraushaar","1","24/02/2002","0","Luge","Germany","1","2002"
"24","0","Patric Leitner","0","24/02/2002","1","Luge","Germany","1","2002"
"28","1","Brian Martin","0","24/02/2002","0","Luge","United States","1","2002"
"27","1","Barbara Niedernhuber","0","24/02/2002","0","Luge","Germany","1","2002"
"32","0","Sylke Otto","0","24/02/2002","1","Luge","Germany","1","2002"
"37","0","Markus Prock","1","24/02/2002","0","Luge","Austria","1","2002"
"22","0","Alexander Resch","0","24/02/2002","1","Luge","Germany","1","2002"
"31","0","Chris Thorpe","1","24/02/2002","0","Luge","United States","1","2002"
"28","0","Armin Zöggeler","0","24/02/2002","1","Luge","Italy","1","2002"
"26","0","Yuri Alvear","1","12/08/2012","0","Judo","Colombia","1","2012"
"32","0","An Kum-Ae","0","12/08/2012","1","Judo","North Korea","1","2012"
"25","1","Yanet Bermoy","0","12/08/2012","0","Judo","Cuba","1","2012"
"32","1","Ole Bischof","0","12/08/2012","0","Judo","Germany","1","2012"
"32","0","Edith Bosch","1","12/08/2012","0","Judo","Netherlands","1","2012"
"33","0","Karina Bryant","1","12/08/2012","0","Judo","Great Britain","1","2012"
"26","1","Corina Caprioriu","0","12/08/2012","0","Judo","Romania","1","2012"
"25","0","Éva Csernoviczki","1","12/08/2012","0","Judo","Hungary","1","2012"
"25","0","Rafael da Silva","1","12/08/2012","0","Judo","Brazil","1","2012"
"30","0","Lucie Décosse","0","12/08/2012","1","Judo","France","1","2012"
"29","1","Alina Dumitru","0","12/08/2012","0","Judo","Romania","1","2012"
"22","0","Masashi Ebinuma","1","12/08/2012","0","Judo","Japan","1","2012"
"30","0","Gevrise Emane","1","12/08/2012","0","Judo","France","1","2012"
"26","0","Rosalba Forciniti","1","12/08/2012","0","Judo","Italy","1","2012"
"23","0","Arsen Galstyan","0","12/08/2012","1","Judo","Russia","1","2012"
"25","1","Gemma Gibbons","0","12/08/2012","0","Judo","Great Britain","1","2012"
"20","0","Priscilla Gneto","1","12/08/2012","0","Judo","France","1","2012"
"22","1","Asley González","0","12/08/2012","0","Judo","Cuba","1","2012"
"27","0","Henk Grol","1","12/08/2012","0","Judo","Netherlands","1","2012"
"22","0","Kayla Harrison","0","12/08/2012","1","Judo","United States","1","2012"
"27","1","Hiroaki Hiraoka","0","12/08/2012","0","Judo","Japan","1","2012"
"25","0","Ilias Iliadis","1","12/08/2012","0","Judo","Greece","1","2012"
"25","0","Mansur Isayev","0","12/08/2012","1","Judo","Russia","1","2012"
"23","0","Jo Jun-Ho","1","12/08/2012","0","Judo","South Korea","1","2012"
"28","0","Tagir Khaybulayev","0","12/08/2012","1","Judo","Russia","1","2012"
"27","0","Kim Jae-Beom","0","12/08/2012","1","Judo","South Korea","1","2012"
"23","0","Felipe Kitadai","1","12/08/2012","0","Judo","Brazil","1","2012"
"23","0","Ugo Legrand","1","12/08/2012","0","Judo","France","1","2012"
"26","0","Marti Malloy","1","12/08/2012","0","Judo","United States","1","2012"
"24","0","Kaori Matsumoto","0","12/08/2012","1","Judo","Japan","1","2012"
"22","0","Sarah Menezes","0","12/08/2012","1","Judo","Brazil","1","2012"
"32","1","Aleksandr Mikhaylin","0","12/08/2012","0","Judo","Russia","1","2012"
"28","1","Naidangiin Tüvshinbayar","0","12/08/2012","0","Judo","Mongolia","1","2012"
"23","1","Riki Nakaya","0","12/08/2012","0","Judo","Japan","1","2012"
"25","0","Ivan Nifontov","1","12/08/2012","0","Judo","Russia","1","2012"
"27","0","Masashi Nishiyama","1","12/08/2012","0","Judo","Japan","1","2012"
"22","0","Idalys Ortíz","0","12/08/2012","1","Judo","Cuba","1","2012"
"23","0","Automne Pavia","1","12/08/2012","0","Judo","France","1","2012"
"28","0","Dimitri Peters","1","12/08/2012","0","Judo","Germany","1","2012"
"23","0","Teddy Riner","0","12/08/2012","1","Judo","France","1","2012"
"26","0","Saynjargalyn Nyam-Ochir","1","12/08/2012","0","Judo","Mongolia","1","2012"
"20","0","Lasha Shavdatuashvili","0","12/08/2012","1","Judo","Georgia","1","2012"
"20","0","Mayra Silva","1","12/08/2012","0","Judo","Brazil","1","2012"
"25","0","Rishod Sobirov","1","12/08/2012","0","Judo","Uzbekistan","1","2012"
"33","0","Song Dae-Nam","0","12/08/2012","1","Judo","South Korea","1","2012"
"27","1","Mika Sugimoto","0","12/08/2012","0","Judo","Japan","1","2012"
"22","0","Audrey Tcheumeo","1","12/08/2012","0","Judo","France","1","2012"
"25","1","Kerstin Thiele","0","12/08/2012","0","Judo","Germany","1","2012"
"32","0","Andreas Tölzer","1","12/08/2012","0","Judo","Germany","1","2012"
"29","0","Tong Wen","1","12/08/2012","0","Judo","China","1","2012"
"29","0","Yoshie Ueno","1","12/08/2012","0","Judo","Japan","1","2012"
"31","1","Miklós Ungvári","0","12/08/2012","0","Judo","Hungary","1","2012"
"22","0","Antoine Valois-Fortier","1","12/08/2012","0","Judo","Canada","1","2012"
"21","0","Charline Van Snick","1","12/08/2012","0","Judo","Belgium","1","2012"
"24","1","Xu Lili","0","12/08/2012","0","Judo","China","1","2012"
"30","0","Urška Žolnir","0","12/08/2012","1","Judo","Slovenia","1","2012"
"28","1","An Kum-Ae","0","24/08/2008","0","Judo","North Korea","1","2008"
"28","0","Yordanis Arencibia","1","24/08/2008","0","Judo","Cuba","1","2008"
"32","0","Sergei Aschwanden","1","24/08/2008","0","Judo","Switzerland","1","2008"
"26","1","Amar Benikhlef","0","24/08/2008","0","Judo","Algeria","1","2008"
"21","1","Yanet Bermoy","0","24/08/2008","0","Judo","Cuba","1","2008"
"28","0","Ole Bischof","0","24/08/2008","1","Judo","Germany","1","2008"
"25","0","Rasul Bokiyev","1","24/08/2008","0","Judo","Tajikistan","1","2008"
"28","0","Edith Bosch","1","24/08/2008","0","Judo","Netherlands","1","2008"
"23","0","Oscar Braison","1","24/08/2008","0","Judo","Cuba","1","2008"
"26","0","Tiago Camilo","1","24/08/2008","0","Judo","Brazil","1","2008"
"22","1","Yalennis Castillo","0","24/08/2008","0","Judo","Cuba","1","2008"
"27","0","Choi Min-Ho","0","24/08/2008","1","Judo","South Korea","1","2008"
"27","1","Benjamin Darbelet","0","24/08/2008","0","Judo","France","1","2008"
"27","1","Lucie Décosse","0","24/08/2008","0","Judo","France","1","2008"
"25","0","Alina Dumitru","0","24/08/2008","1","Judo","Romania","1","2008"
"33","1","Deborah Gravenstijn","0","24/08/2008","0","Judo","Netherlands","1","2008"
"23","0","Henk Grol","1","24/08/2008","0","Judo","Netherlands","1","2008"
"25","0","Leandro Guilheiro","1","24/08/2008","0","Judo","Brazil","1","2008"
"23","0","Soraya Haddad","1","24/08/2008","0","Judo","Algeria","1","2008"
"26","1","Anaisis Hernández","0","24/08/2008","0","Judo","Cuba","1","2008"
"24","0","Roman Hontiuk","1","24/08/2008","0","Judo","Ukraine","1","2008"
"29","0","Ruben Houkes","1","24/08/2008","0","Judo","Netherlands","1","2008"
"21","0","Satoshi Ishii","0","24/08/2008","1","Judo","Japan","1","2008"
"23","0","Jeong Gyeong-Mi","1","24/08/2008","0","Judo","South Korea","1","2008"
"23","1","Kim Jae-Beom","0","24/08/2008","0","Judo","South Korea","1","2008"
"34","0","Mövlud Mir?liyev","1","24/08/2008","0","Judo","Azerbaijan","1","2008"
"26","0","Hesham Misbah","1","24/08/2008","0","Judo","Egypt","1","2008"
"20","0","Elnur M?mm?dli","0","24/08/2008","1","Judo","Azerbaijan","1","2008"
"24","0","Naidangiin Tüvshinbayar","0","24/08/2008","1","Judo","Mongolia","1","2008"
"19","0","Misato Nakamura","1","24/08/2008","0","Judo","Japan","1","2008"
"18","0","Idalys Ortíz","1","24/08/2008","0","Judo","Cuba","1","2008"
"26","1","Ludwig Paischer","0","24/08/2008","0","Judo","Austria","1","2008"
"25","0","Pak Chol-Min","1","24/08/2008","0","Judo","North Korea","1","2008"
"22","0","Paula Pareto","1","24/08/2008","0","Judo","Argentina","1","2008"
"23","0","Lucija Polavder","1","24/08/2008","0","Judo","Slovenia","1","2008"
"28","0","Stéphanie Possamai","1","24/08/2008","0","Judo","France","1","2008"
"20","0","Ketleyn Quadros","1","24/08/2008","0","Judo","Brazil","1","2008"
"25","0","Giulia Quintavalle","0","24/08/2008","1","Judo","Italy","1","2008"
"19","0","Teddy Riner","1","24/08/2008","0","Judo","France","1","2008"
"21","0","Ronda Rousey","1","24/08/2008","0","Judo","United States","1","2008"
"21","0","Rishod Sobirov","1","24/08/2008","0","Judo","Uzbekistan","1","2008"
"32","0","Ryoko Tamura-Tani","1","24/08/2008","0","Judo","Japan","1","2008"
"27","1","Abdullo Tangriyev","0","24/08/2008","0","Judo","Uzbekistan","1","2008"
"27","0","Ayumi Tanimoto","0","24/08/2008","1","Judo","Japan","1","2008"
"25","0","Tong Wen","0","24/08/2008","1","Judo","China","1","2008"
"26","0","Irakli Tsirekidze","0","24/08/2008","1","Judo","Georgia","1","2008"
"26","1","Maki Tsukada","0","24/08/2008","0","Judo","Japan","1","2008"
"30","0","Masato Uchishiba","0","24/08/2008","1","Judo","Japan","1","2008"
"29","0","Masae Ueno","0","24/08/2008","1","Judo","Japan","1","2008"
"19","1","Wang Gi-Chun","0","24/08/2008","0","Judo","South Korea","1","2008"
"29","0","Elisabeth Willeboordse","1","24/08/2008","0","Judo","Netherlands","1","2008"
"21","0","Won Ok-Im","1","24/08/2008","0","Judo","North Korea","1","2008"
"32","0","Xian Dongmei","0","24/08/2008","1","Judo","China","1","2008"
"26","0","Xu Yan","1","24/08/2008","0","Judo","China","1","2008"
"24","0","Yang Xiuli","0","24/08/2008","1","Judo","China","1","2008"
"27","1","Askhat Zhitkeyev","0","24/08/2008","0","Judo","Kazakhstan","1","2008"
"28","0","Noriko Anno","0","29/08/2004","1","Judo","Japan","1","2004"
"24","0","Yordanis Arencibia","1","29/08/2004","0","Judo","Cuba","1","2004"
"31","1","Daima Beltrán","0","29/08/2004","0","Judo","Cuba","1","2004"
"24","0","Annett Böhm","1","29/08/2004","0","Judo","Germany","1","2004"
"23","0","Yvonne Bönisch","0","29/08/2004","1","Judo","Germany","1","2004"
"24","1","Edith Bosch","0","29/08/2004","0","Judo","Netherlands","1","2004"
"29","0","Flávio Canto","1","29/08/2004","0","Judo","Brazil","1","2004"
"23","0","Choi Min-Ho","1","29/08/2004","0","Judo","South Korea","1","2004"
"28","0","Tea Donguzashvili","1","29/08/2004","0","Judo","Russia","1","2004"
"22","0","Gao Feng","1","29/08/2004","0","Judo","China","1","2004"
"28","0","Georgi Georgiev","1","29/08/2004","0","Judo","Bulgaria","1","2004"
"30","0","Driulys González","1","29/08/2004","0","Judo","Cuba","1","2004"
"29","0","Deborah Gravenstijn","1","29/08/2004","0","Judo","Netherlands","1","2004"
"21","0","Leandro Guilheiro","1","29/08/2004","0","Judo","Brazil","1","2004"
"22","1","Claudia Heill","0","29/08/2004","0","Judo","Austria","1","2004"
"27","0","Ilse Heylen","1","29/08/2004","0","Judo","Belgium","1","2004"
"20","1","Roman Hontiuk","0","29/08/2004","0","Judo","Ukraine","1","2004"
"30","0","Mark Huizinga","1","29/08/2004","0","Judo","Netherlands","1","2004"
"17","0","Ilias Iliadis","0","29/08/2004","1","Judo","Greece","1","2004"
"22","1","Hiroshi Izumi","0","29/08/2004","0","Judo","Japan","1","2004"
"26","1","Jang Seong-Ho","0","29/08/2004","0","Judo","South Korea","1","2004"
"28","1","Frédérique Jossinet","0","29/08/2004","0","Judo","France","1","2004"
"25","0","Michael Jurack","1","29/08/2004","0","Judo","Germany","1","2004"
"20","0","Khashbaataryn Tsagaanbaatar","1","29/08/2004","0","Judo","Mongolia","1","2004"
"29","1","Nest'or Khergiani","0","29/08/2004","0","Judo","Georgia","1","2004"
"26","1","Jozef Krnác","0","29/08/2004","0","Judo","Slovakia","1","2004"
"25","1","Kye Sun-Hui","0","29/08/2004","0","Judo","North Korea","1","2004"
"25","0","Yurisel Laborde","1","29/08/2004","0","Judo","Cuba","1","2004"
"23","0","Lee Won-Hui","0","29/08/2004","1","Judo","South Korea","1","2004"
"25","1","Liu Xia","0","29/08/2004","0","Judo","China","1","2004"
"23","0","Yurisleidy Lupetey","1","29/08/2004","0","Judo","Cuba","1","2004"
"25","0","Igor Makarov","0","29/08/2004","1","Judo","Belarus","1","2004"
"30","1","Vitaly Makarov","0","29/08/2004","0","Judo","Russia","1","2004"
"30","0","Julia Matijass","1","29/08/2004","0","Judo","Germany","1","2004"
"28","0","Lucia Morico","1","29/08/2004","0","Judo","Italy","1","2004"
"29","0","Tadahiro Nomura","0","29/08/2004","1","Judo","Japan","1","2004"
"24","0","Dmitry Nosov","1","29/08/2004","0","Judo","Russia","1","2004"
"33","0","Jimmy Pedro","1","29/08/2004","0","Judo","United States","1","2004"
"33","0","Indrek Pertelson","1","29/08/2004","0","Judo","Estonia","1","2004"
"24","0","Qin Dongya","1","29/08/2004","0","Judo","China","1","2004"
